Date,Location,MinTemp,MaxTemp,Rainfall,Month,Year
6/11/2009,Melbourne,9.4,25.4,0,11,2009
7/11/2009,Melbourne,13,32.2,0,11,2009
8/11/2009,Melbourne,19.4,34.2,0,11,2009
9/11/2009,Melbourne,19.7,35.5,0,11,2009
10/11/2009,Melbourne,20.2,36.3,0,11,2009
11/11/2009,Melbourne,20.8,34.4,0,11,2009
12/11/2009,Melbourne,18.8,29.8,0,11,2009
13/11/2009,Melbourne,15.6,27.2,0,11,2009
14/11/2009,Melbourne,16.5,30.3,0,11,2009
15/11/2009,Melbourne,15.4,25.9,0,11,2009
16/11/2009,Melbourne,17.1,22.7,0,11,2009
17/11/2009,Melbourne,14.9,22.6,0,11,2009
18/11/2009,Melbourne,15.6,33.4,0,11,2009
19/11/2009,Melbourne,18.7,34.6,0,11,2009
20/11/2009,Melbourne,22.9,38.3,0,11,2009
21/11/2009,Melbourne,18.6,25.9,1.2,11,2009
22/11/2009,Melbourne,15.2,18.4,45.8,11,2009
23/11/2009,Melbourne,11.3,22,16,11,2009
24/11/2009,Melbourne,12,26.6,0,11,2009
25/11/2009,Melbourne,15.6,25.4,0,11,2009
26/11/2009,Melbourne,17.3,30,3.6,11,2009
27/11/2009,Melbourne,18.8,28.8,5.6,11,2009
28/11/2009,Melbourne,16.3,22.7,4.8,11,2009
29/11/2009,Melbourne,12.7,21.8,10.6,11,2009
30/11/2009,Melbourne,14,20.8,10.6,11,2009
1/12/2009,Melbourne,12.1,22.7,0,12,2009
2/12/2009,Melbourne,11.5,29.9,0,12,2009
3/12/2009,Melbourne,16.3,32.3,0,12,2009
4/12/2009,Melbourne,12.1,22.4,0,12,2009
5/12/2009,Melbourne,13.2,22,0,12,2009
6/12/2009,Melbourne,13.2,26.3,0,12,2009
7/12/2009,Melbourne,15.3,23.1,0,12,2009
8/12/2009,Melbourne,14.5,17.8,8.2,12,2009
9/12/2009,Melbourne,9.6,25.9,13.2,12,2009
10/12/2009,Melbourne,15.3,24.4,0,12,2009
11/12/2009,Melbourne,10.7,20.5,11.6,12,2009
12/12/2009,Melbourne,14.5,22.6,0,12,2009
13/12/2009,Melbourne,14.9,21.5,0,12,2009
14/12/2009,Melbourne,14.5,21.1,0,12,2009
15/12/2009,Melbourne,13.6,31.3,0,12,2009
16/12/2009,Melbourne,17.4,39.2,0,12,2009
17/12/2009,Melbourne,19.7,23.1,0,12,2009
18/12/2009,Melbourne,11.1,23.8,11.2,12,2009
19/12/2009,Melbourne,14,21.4,0.2,12,2009
20/12/2009,Melbourne,14.7,22.1,0,12,2009
21/12/2009,Melbourne,12.5,28.2,0,12,2009
22/12/2009,Melbourne,15.9,27.5,0,12,2009
23/12/2009,Melbourne,16.2,39,0,12,2009
24/12/2009,Melbourne,20.9,25.7,0,12,2009
25/12/2009,Melbourne,14.4,21.2,15.8,12,2009
26/12/2009,Melbourne,12.9,22.1,0,12,2009
27/12/2009,Melbourne,14.7,23.1,0,12,2009
28/12/2009,Melbourne,17.5,24.8,0,12,2009
29/12/2009,Melbourne,16.5,24.3,0,12,2009
30/12/2009,Melbourne,16.1,38.3,0,12,2009
31/12/2009,Melbourne,20.5,36.7,0,12,2009
1/01/2010,Melbourne,19.2,20.8,10.6,1,2010
2/01/2010,Melbourne,15.5,22.5,5,1,2010
3/01/2010,Melbourne,14.5,21.4,0,1,2010
4/01/2010,Melbourne,13.4,27.6,0,1,2010
5/01/2010,Melbourne,16,25,0,1,2010
6/01/2010,Melbourne,16.1,23.6,0,1,2010
7/01/2010,Melbourne,14.8,24.7,0,1,2010
8/01/2010,Melbourne,14.8,36.6,0,1,2010
9/01/2010,Melbourne,20.6,38.7,0,1,2010
10/01/2010,Melbourne,17.1,29.6,0,1,2010
11/01/2010,Melbourne,19,43.6,0,1,2010
12/01/2010,Melbourne,24.2,35.6,0,1,2010
13/01/2010,Melbourne,17.4,23,0.2,1,2010
14/01/2010,Melbourne,15.3,23.4,0,1,2010
15/01/2010,Melbourne,16.3,26.8,0,1,2010
16/01/2010,Melbourne,16.9,33.1,0,1,2010
17/01/2010,Melbourne,13.8,21,0,1,2010
18/01/2010,Melbourne,10.4,20.6,2.6,1,2010
19/01/2010,Melbourne,11.3,22.9,7.2,1,2010
20/01/2010,Melbourne,14.5,28.2,0,1,2010
21/01/2010,Melbourne,16,28.5,0,1,2010
22/01/2010,Melbourne,19.5,37.5,0,1,2010
23/01/2010,Melbourne,17.4,22.3,0,1,2010
24/01/2010,Melbourne,12.7,22.3,0,1,2010
25/01/2010,Melbourne,13.6,23.8,0,1,2010
26/01/2010,Melbourne,13.8,24.5,0,1,2010
27/01/2010,Melbourne,16.2,22.2,0,1,2010
28/01/2010,Melbourne,15.8,26.1,0,1,2010
29/01/2010,Melbourne,17.5,23.5,0,1,2010
30/01/2010,Melbourne,13.4,36.2,0,1,2010
31/01/2010,Melbourne,17.1,37.2,0,1,2010
1/02/2010,Melbourne,16.9,24.9,1.4,2,2010
2/02/2010,Melbourne,16.7,35.2,0,2,2010
3/02/2010,Melbourne,21.6,34.8,0,2,2010
4/02/2010,Melbourne,25.5,30.8,0,2,2010
5/02/2010,Melbourne,17.6,20.9,15,2,2010
6/02/2010,Melbourne,15.5,26.5,2,2,2010
7/02/2010,Melbourne,14.9,33.2,0,2,2010
8/02/2010,Melbourne,19,35.3,0,2,2010
9/02/2010,Melbourne,19.3,32.1,0,2,2010
10/02/2010,Melbourne,20.1,32.7,0,2,2010
11/02/2010,Melbourne,22.2,31.4,0,2,2010
12/02/2010,Melbourne,19.5,22.8,35.2,2,2010
13/02/2010,Melbourne,18.2,21.3,0,2,2010
14/02/2010,Melbourne,17.7,28.3,9.2,2,2010
15/02/2010,Melbourne,19,27.3,0,2,2010
16/02/2010,Melbourne,16,27.3,0,2,2010
17/02/2010,Melbourne,15.9,25.9,0,2,2010
18/02/2010,Melbourne,17.5,24.1,0,2,2010
19/02/2010,Melbourne,17.1,32.8,0,2,2010
20/02/2010,Melbourne,23,34.3,0,2,2010
21/02/2010,Melbourne,21.6,28.6,0,2,2010
22/02/2010,Melbourne,19.1,29.6,0,2,2010
23/02/2010,Melbourne,13.3,23.6,0,2,2010
24/02/2010,Melbourne,12.7,23.3,0,2,2010
25/02/2010,Melbourne,14.2,25.1,0,2,2010
26/02/2010,Melbourne,16.2,33.4,0,2,2010
27/02/2010,Melbourne,22.4,22.6,0,2,2010
28/02/2010,Melbourne,16.3,20.7,0,2,2010
1/03/2010,Melbourne,14.1,21.4,0.4,3,2010
2/03/2010,Melbourne,14.1,22.4,0,3,2010
3/03/2010,Melbourne,15.8,27.7,0,3,2010
4/03/2010,Melbourne,16.5,31.3,0,3,2010
5/03/2010,Melbourne,20.5,26.7,1,3,2010
6/03/2010,Melbourne,19.8,26.8,1.2,3,2010
7/03/2010,Melbourne,17.9,27.3,39.2,3,2010
8/03/2010,Melbourne,16.4,22.5,27.2,3,2010
9/03/2010,Melbourne,16.2,21.2,7,3,2010
10/03/2010,Melbourne,13.7,20.4,0,3,2010
11/03/2010,Melbourne,13.7,22.2,0.2,3,2010
12/03/2010,Melbourne,11.1,26.4,0,3,2010
13/03/2010,Melbourne,13.7,28.3,0,3,2010
14/03/2010,Melbourne,13.8,28.8,0,3,2010
15/03/2010,Melbourne,15.3,30.4,0,3,2010
16/03/2010,Melbourne,18.5,32.2,0,3,2010
17/03/2010,Melbourne,21.5,33,0,3,2010
18/03/2010,Melbourne,20.9,31.9,0,3,2010
19/03/2010,Melbourne,23,28.4,0,3,2010
20/03/2010,Melbourne,18.8,26.7,0.2,3,2010
21/03/2010,Melbourne,17.5,24.7,0,3,2010
22/03/2010,Melbourne,13.1,22.5,0,3,2010
23/03/2010,Melbourne,13.3,23.7,0,3,2010
24/03/2010,Melbourne,15.8,23.4,0,3,2010
25/03/2010,Melbourne,12.8,31.5,0,3,2010
26/03/2010,Melbourne,14.8,30.7,0,3,2010
27/03/2010,Melbourne,17.2,22.7,0,3,2010
28/03/2010,Melbourne,17.8,27.2,0,3,2010
29/03/2010,Melbourne,17.9,23.3,8,3,2010
30/03/2010,Melbourne,15.1,22.6,0.4,3,2010
31/03/2010,Melbourne,13.4,23.9,0,3,2010
1/04/2010,Melbourne,13.8,24,0,4,2010
2/04/2010,Melbourne,16.1,21.9,0,4,2010
3/04/2010,Melbourne,13.9,24.4,0,4,2010
4/04/2010,Melbourne,12.7,25.8,0,4,2010
5/04/2010,Melbourne,14.9,26.9,0,4,2010
6/04/2010,Melbourne,18.4,25.3,0,4,2010
7/04/2010,Melbourne,17.2,25.7,6.8,4,2010
8/04/2010,Melbourne,17.7,22.9,0.2,4,2010
9/04/2010,Melbourne,13.5,21.7,0,4,2010
10/04/2010,Melbourne,15,22.6,0.2,4,2010
11/04/2010,Melbourne,11.8,17.7,3.6,4,2010
12/04/2010,Melbourne,11.2,17.8,0.4,4,2010
13/04/2010,Melbourne,13.1,17.8,0.6,4,2010
14/04/2010,Melbourne,13.2,18.4,0,4,2010
15/04/2010,Melbourne,14,19.1,0,4,2010
16/04/2010,Melbourne,13.2,25.9,0,4,2010
17/04/2010,Melbourne,13.6,27.3,0,4,2010
18/04/2010,Melbourne,16,27.7,0,4,2010
19/04/2010,Melbourne,16.1,27.6,0,4,2010
20/04/2010,Melbourne,17.5,29.4,0,4,2010
21/04/2010,Melbourne,17.3,24.5,1,4,2010
22/04/2010,Melbourne,16.4,30.1,0,4,2010
23/04/2010,Melbourne,20.8,26.4,0,4,2010
24/04/2010,Melbourne,19,24.5,5,4,2010
25/04/2010,Melbourne,12.2,20.1,0.4,4,2010
26/04/2010,Melbourne,8.7,20.4,0,4,2010
27/04/2010,Melbourne,11.7,17.8,0,4,2010
28/04/2010,Melbourne,8.8,18.1,0.8,4,2010
29/04/2010,Melbourne,12.8,18.4,2.2,4,2010
30/04/2010,Melbourne,13,16.6,0.2,4,2010
1/05/2010,Melbourne,8.2,20.9,0,5,2010
2/05/2010,Melbourne,13.5,17.7,0,5,2010
3/05/2010,Melbourne,9.2,23,0,5,2010
4/05/2010,Melbourne,11.6,23.5,0,5,2010
5/05/2010,Melbourne,9.1,17.3,4.2,5,2010
6/05/2010,Melbourne,11.4,18,2.2,5,2010
7/05/2010,Melbourne,10.4,19.8,0,5,2010
8/05/2010,Melbourne,12.9,19.9,4.8,5,2010
9/05/2010,Melbourne,13,22.5,0,5,2010
10/05/2010,Melbourne,14.5,20.6,0,5,2010
11/05/2010,Melbourne,7.6,15.8,3.8,5,2010
12/05/2010,Melbourne,8.5,16.1,0,5,2010
13/05/2010,Melbourne,9.5,15.1,0.2,5,2010
14/05/2010,Melbourne,11.5,15,1,5,2010
15/05/2010,Melbourne,12.6,17.7,0,5,2010
16/05/2010,Melbourne,6.2,18.5,0,5,2010
17/05/2010,Melbourne,7.3,17.2,0,5,2010
18/05/2010,Melbourne,6.9,18.6,0,5,2010
19/05/2010,Melbourne,6.1,18.8,0,5,2010
20/05/2010,Melbourne,7.6,18.1,0,5,2010
21/05/2010,Melbourne,9.9,16.1,0,5,2010
22/05/2010,Melbourne,4.3,16.1,0,5,2010
23/05/2010,Melbourne,4,18.6,0,5,2010
24/05/2010,Melbourne,6.2,15.6,0,5,2010
25/05/2010,Melbourne,11.9,15,4.2,5,2010
26/05/2010,Melbourne,11.3,19.6,1.8,5,2010
27/05/2010,Melbourne,10.8,18.7,0,5,2010
28/05/2010,Melbourne,10.9,17,0.4,5,2010
29/05/2010,Melbourne,12.6,17.2,1.8,5,2010
30/05/2010,Melbourne,12.1,18.1,0.6,5,2010
31/05/2010,Melbourne,11.5,18.7,0,5,2010
1/06/2010,Melbourne,7.9,17.6,0,6,2010
2/06/2010,Melbourne,10.3,17.9,0,6,2010
3/06/2010,Melbourne,7.1,15.7,0,6,2010
4/06/2010,Melbourne,6.2,12.4,0,6,2010
5/06/2010,Melbourne,8.2,13.9,0,6,2010
6/06/2010,Melbourne,8.9,15.7,16.8,6,2010
7/06/2010,Melbourne,8.3,13.6,4.8,6,2010
8/06/2010,Melbourne,9.1,14.3,0,6,2010
9/06/2010,Melbourne,8.2,14.1,2.6,6,2010
10/06/2010,Melbourne,7.7,16.1,2.8,6,2010
11/06/2010,Melbourne,9.1,14,0.6,6,2010
12/06/2010,Melbourne,8,13.2,2.8,6,2010
13/06/2010,Melbourne,8.6,13.1,0.2,6,2010
14/06/2010,Melbourne,7.9,15.3,0,6,2010
15/06/2010,Melbourne,5.8,15,0,6,2010
16/06/2010,Melbourne,4,16.1,0,6,2010
17/06/2010,Melbourne,7.8,14.3,0,6,2010
18/06/2010,Melbourne,7.3,14.8,4.6,6,2010
19/06/2010,Melbourne,8,16.8,3.8,6,2010
20/06/2010,Melbourne,12,14.7,0.6,6,2010
21/06/2010,Melbourne,5.8,15.1,1.8,6,2010
22/06/2010,Melbourne,3.6,14.3,0,6,2010
23/06/2010,Melbourne,5.1,17.2,0,6,2010
24/06/2010,Melbourne,8.6,18.3,0,6,2010
25/06/2010,Melbourne,12.8,14.7,0.4,6,2010
26/06/2010,Melbourne,6.7,13.3,11.8,6,2010
27/06/2010,Melbourne,6.1,12.9,8,6,2010
28/06/2010,Melbourne,3.9,11.4,0,6,2010
29/06/2010,Melbourne,5.7,10.8,0,6,2010
30/06/2010,Melbourne,6.8,12.8,1.8,6,2010
1/07/2010,Melbourne,7.6,12.3,0,7,2010
2/07/2010,Melbourne,8.2,12.4,0,7,2010
3/07/2010,Melbourne,8.3,14,3.8,7,2010
4/07/2010,Melbourne,8.4,12.8,0,7,2010
5/07/2010,Melbourne,5.9,14.3,0,7,2010
6/07/2010,Melbourne,4.3,14.6,0,7,2010
7/07/2010,Melbourne,4.1,15,0,7,2010
8/07/2010,Melbourne,7.4,14.1,0,7,2010
9/07/2010,Melbourne,3.6,16.5,0,7,2010
10/07/2010,Melbourne,4.5,15.9,0,7,2010
11/07/2010,Melbourne,10.8,16.1,0,7,2010
12/07/2010,Melbourne,9.3,16.7,0,7,2010
13/07/2010,Melbourne,9.7,16.8,0,7,2010
14/07/2010,Melbourne,9.9,12.7,1.2,7,2010
15/07/2010,Melbourne,6.9,13.7,5.2,7,2010
16/07/2010,Melbourne,8.6,14.5,0,7,2010
17/07/2010,Melbourne,5.8,13.6,0,7,2010
18/07/2010,Melbourne,7.1,13.6,0,7,2010
19/07/2010,Melbourne,7.4,14,8.6,7,2010
20/07/2010,Melbourne,3.2,13.5,0,7,2010
21/07/2010,Melbourne,5.7,14.4,5.6,7,2010
22/07/2010,Melbourne,6.9,12.9,0,7,2010
23/07/2010,Melbourne,9.5,12.6,2,7,2010
24/07/2010,Melbourne,8.9,13.4,0,7,2010
25/07/2010,Melbourne,6,15.8,0,7,2010
26/07/2010,Melbourne,5.5,16.2,0,7,2010
27/07/2010,Melbourne,3.9,15.1,0,7,2010
28/07/2010,Melbourne,5.9,14.9,0,7,2010
29/07/2010,Melbourne,7.5,14.9,4.4,7,2010
30/07/2010,Melbourne,12,17.7,0,7,2010
31/07/2010,Melbourne,12,17.9,0,7,2010
1/08/2010,Melbourne,8.1,13.9,3.4,8,2010
2/08/2010,Melbourne,8.1,16.5,6,8,2010
3/08/2010,Melbourne,9.6,13.3,4.4,8,2010
4/08/2010,Melbourne,9.5,13.8,0,8,2010
5/08/2010,Melbourne,6.5,14.1,4.8,8,2010
6/08/2010,Melbourne,7.3,14.5,2.2,8,2010
7/08/2010,Melbourne,4.9,15.2,0,8,2010
8/08/2010,Melbourne,5.7,14.6,0,8,2010
9/08/2010,Melbourne,6.7,16.9,0,8,2010
10/08/2010,Melbourne,6.4,11.4,1.4,8,2010
11/08/2010,Melbourne,7.3,11.4,7.2,8,2010
12/08/2010,Melbourne,8.2,15,16.2,8,2010
13/08/2010,Melbourne,9.6,13.6,1.8,8,2010
14/08/2010,Melbourne,10.2,15.9,0,8,2010
15/08/2010,Melbourne,10.8,15.7,0,8,2010
16/08/2010,Melbourne,8.5,12.8,6,8,2010
17/08/2010,Melbourne,4.8,14.8,1.4,8,2010
18/08/2010,Melbourne,8,13.5,0,8,2010
19/08/2010,Melbourne,10.2,16.6,0,8,2010
20/08/2010,Melbourne,6.4,13.4,0,8,2010
21/08/2010,Melbourne,7.4,16.4,0,8,2010
22/08/2010,Melbourne,7.1,16.2,0,8,2010
23/08/2010,Melbourne,6.1,17.1,0,8,2010
24/08/2010,Melbourne,9.1,14.6,1.4,8,2010
25/08/2010,Melbourne,4.2,11.8,8.2,8,2010
26/08/2010,Melbourne,7,14.9,0.2,8,2010
27/08/2010,Melbourne,7.2,13.8,0,8,2010
28/08/2010,Melbourne,7.9,16.1,0,8,2010
29/08/2010,Melbourne,8.9,15,0,8,2010
30/08/2010,Melbourne,5.8,18.6,0,8,2010
31/08/2010,Melbourne,8.9,14.1,0,8,2010
1/09/2010,Melbourne,11.1,13.3,5.8,9,2010
2/09/2010,Melbourne,9.3,15.4,6.2,9,2010
3/09/2010,Melbourne,7.3,16.6,0,9,2010
4/09/2010,Melbourne,8.8,19,9.6,9,2010
5/09/2010,Melbourne,10.9,17.1,3.8,9,2010
6/09/2010,Melbourne,8.4,15.4,1.8,9,2010
7/09/2010,Melbourne,7.4,15.8,11.2,9,2010
8/09/2010,Melbourne,5.2,17.2,0,9,2010
9/09/2010,Melbourne,9.1,18.3,0,9,2010
10/09/2010,Melbourne,9.4,14.4,2.6,9,2010
11/09/2010,Melbourne,8.5,18.5,0.6,9,2010
12/09/2010,Melbourne,10.5,16.5,0,9,2010
13/09/2010,Melbourne,10.9,15.5,0,9,2010
14/09/2010,Melbourne,6.4,15.6,0,9,2010
15/09/2010,Melbourne,9.4,16.5,0,9,2010
16/09/2010,Melbourne,8.4,14.9,1.2,9,2010
17/09/2010,Melbourne,8.7,14.9,0.6,9,2010
18/09/2010,Melbourne,10.1,17,0,9,2010
19/09/2010,Melbourne,9.3,16.7,3,9,2010
20/09/2010,Melbourne,10.1,16.8,0,9,2010
21/09/2010,Melbourne,10.9,15.4,0.4,9,2010
22/09/2010,Melbourne,9.8,16.6,0,9,2010
23/09/2010,Melbourne,10.9,16.2,0,9,2010
24/09/2010,Melbourne,9.8,17,0,9,2010
25/09/2010,Melbourne,10.9,19.9,0,9,2010
26/09/2010,Melbourne,9.9,22.1,0.4,9,2010
27/09/2010,Melbourne,12.8,17.3,0.2,9,2010
28/09/2010,Melbourne,8,15.2,4.4,9,2010
29/09/2010,Melbourne,5.8,15.3,1.2,9,2010
30/09/2010,Melbourne,5.8,15.6,0,9,2010
1/10/2010,Melbourne,7.5,18.4,0,10,2010
2/10/2010,Melbourne,6.2,21,0,10,2010
3/10/2010,Melbourne,11.1,25,0,10,2010
4/10/2010,Melbourne,15.5,23.5,0,10,2010
5/10/2010,Melbourne,13.2,20.6,1.8,10,2010
6/10/2010,Melbourne,11.2,23.9,0,10,2010
7/10/2010,Melbourne,7.7,17.5,17.4,10,2010
8/10/2010,Melbourne,10.2,17.4,0,10,2010
9/10/2010,Melbourne,9.3,19.1,0,10,2010
10/10/2010,Melbourne,10.4,25.2,0,10,2010
11/10/2010,Melbourne,11.7,25.2,0,10,2010
12/10/2010,Melbourne,18.3,23.4,0,10,2010
13/10/2010,Melbourne,14.3,14.8,9.4,10,2010
14/10/2010,Melbourne,11.2,21.2,4,10,2010
15/10/2010,Melbourne,12.1,12.7,12,10,2010
16/10/2010,Melbourne,4.7,14.6,22.6,10,2010
17/10/2010,Melbourne,6.9,17.7,1.6,10,2010
18/10/2010,Melbourne,10,18.9,0,10,2010
19/10/2010,Melbourne,9.6,17.4,1.4,10,2010
20/10/2010,Melbourne,7.1,19.6,0,10,2010
21/10/2010,Melbourne,8.4,25.7,0,10,2010
22/10/2010,Melbourne,12.2,28.9,0,10,2010
23/10/2010,Melbourne,12.8,17.3,6.8,10,2010
24/10/2010,Melbourne,11.1,17.4,1.8,10,2010
25/10/2010,Melbourne,7.9,20.5,0,10,2010
26/10/2010,Melbourne,10.7,22.5,0,10,2010
27/10/2010,Melbourne,12.7,19,2.4,10,2010
28/10/2010,Melbourne,10.2,23.9,0,10,2010
29/10/2010,Melbourne,13.9,28.4,0,10,2010
30/10/2010,Melbourne,18.8,22.3,2.2,10,2010
31/10/2010,Melbourne,11.7,17.2,61.4,10,2010
1/11/2010,Melbourne,9.2,16.7,3.8,11,2010
2/11/2010,Melbourne,10.5,19,0.6,11,2010
3/11/2010,Melbourne,10.3,16.6,4,11,2010
4/11/2010,Melbourne,9.1,18.2,5.2,11,2010
5/11/2010,Melbourne,8.8,22.7,0,11,2010
6/11/2010,Melbourne,10.3,24.6,0,11,2010
7/11/2010,Melbourne,14.8,24.4,0.2,11,2010
8/11/2010,Melbourne,14,23.8,0,11,2010
9/11/2010,Melbourne,13.5,29.1,0,11,2010
10/11/2010,Melbourne,18.2,25.6,0,11,2010
11/11/2010,Melbourne,14,30.7,0,11,2010
12/11/2010,Melbourne,16.3,31,0,11,2010
13/11/2010,Melbourne,15,15.8,20,11,2010
14/11/2010,Melbourne,13.1,19.8,15.6,11,2010
15/11/2010,Melbourne,11.7,19.4,1.2,11,2010
16/11/2010,Melbourne,10.1,18.6,0.2,11,2010
17/11/2010,Melbourne,8.9,23.4,0,11,2010
18/11/2010,Melbourne,13.7,17.6,0,11,2010
19/11/2010,Melbourne,9.6,20.3,2.6,11,2010
20/11/2010,Melbourne,9.9,22.8,0,11,2010
21/11/2010,Melbourne,11.9,22,0.2,11,2010
22/11/2010,Melbourne,13.7,33.3,0.2,11,2010
23/11/2010,Melbourne,20.6,32.3,0,11,2010
24/11/2010,Melbourne,21.7,31.5,0,11,2010
25/11/2010,Melbourne,19.6,23.5,23,11,2010
26/11/2010,Melbourne,16,25.1,1.8,11,2010
27/11/2010,Melbourne,17.3,23.8,14.2,11,2010
28/11/2010,Melbourne,13,16.6,21.4,11,2010
29/11/2010,Melbourne,13.6,22.2,0.6,11,2010
30/11/2010,Melbourne,13.2,25.4,0.4,11,2010
1/12/2010,Melbourne,16.5,26.6,0.2,12,2010
2/12/2010,Melbourne,17.2,27.2,5,12,2010
3/12/2010,Melbourne,17.2,30,7.8,12,2010
4/12/2010,Melbourne,19.4,30.8,0.2,12,2010
5/12/2010,Melbourne,18.3,29.7,0,12,2010
6/12/2010,Melbourne,18.2,30.9,0,12,2010
7/12/2010,Melbourne,21.5,28.2,2.4,12,2010
8/12/2010,Melbourne,22.6,25.5,2.8,12,2010
9/12/2010,Melbourne,16.4,25,28.8,12,2010
10/12/2010,Melbourne,14,21.1,2.4,12,2010
11/12/2010,Melbourne,13.5,23.1,0.2,12,2010
12/12/2010,Melbourne,13.2,19.4,0.4,12,2010
13/12/2010,Melbourne,11.8,23.1,4.6,12,2010
14/12/2010,Melbourne,14.4,28,0,12,2010
15/12/2010,Melbourne,18.1,25.9,0,12,2010
16/12/2010,Melbourne,12.7,22,0.8,12,2010
17/12/2010,Melbourne,12.1,23.8,0,12,2010
18/12/2010,Melbourne,12.2,19,2.8,12,2010
19/12/2010,Melbourne,11.3,19.1,2.8,12,2010
20/12/2010,Melbourne,9.9,19.3,22.2,12,2010
21/12/2010,Melbourne,11.1,18.3,0,12,2010
22/12/2010,Melbourne,10.6,25.7,1.4,12,2010
23/12/2010,Melbourne,14.1,20.6,0,12,2010
24/12/2010,Melbourne,11.5,23.5,0,12,2010
25/12/2010,Melbourne,14,26.2,0,12,2010
26/12/2010,Melbourne,15.8,20.4,0,12,2010
27/12/2010,Melbourne,10.5,18,0.4,12,2010
28/12/2010,Melbourne,9,22.8,0,12,2010
29/12/2010,Melbourne,13.7,30.3,0,12,2010
30/12/2010,Melbourne,14.2,23.7,0,12,2010
31/12/2010,Melbourne,14.9,41.1,0,12,2010
1/01/2011,Melbourne,17.1,23.1,0,1,2011
2/01/2011,Melbourne,15.3,21.6,0,1,2011
3/01/2011,Melbourne,14.5,20.9,0,1,2011
4/01/2011,Melbourne,12.7,22,0,1,2011
5/01/2011,Melbourne,14.6,21.9,0,1,2011
6/01/2011,Melbourne,15.9,30.8,0,1,2011
7/01/2011,Melbourne,17.9,33.4,0,1,2011
8/01/2011,Melbourne,23,34.5,0,1,2011
9/01/2011,Melbourne,18.1,22.7,0.6,1,2011
10/01/2011,Melbourne,18.7,25,0.2,1,2011
11/01/2011,Melbourne,20.1,26.3,7,1,2011
12/01/2011,Melbourne,20.9,27.6,15.4,1,2011
13/01/2011,Melbourne,22.5,27.8,4.8,1,2011
14/01/2011,Melbourne,20.5,26.9,28.2,1,2011
15/01/2011,Melbourne,18.5,29.5,22.4,1,2011
16/01/2011,Melbourne,18.3,26.2,0,1,2011
17/01/2011,Melbourne,15.6,21.3,0,1,2011
18/01/2011,Melbourne,15.5,21.9,0,1,2011
19/01/2011,Melbourne,15.3,22.5,0,1,2011
20/01/2011,Melbourne,13.3,28.4,0,1,2011
21/01/2011,Melbourne,16.6,32.3,0,1,2011
22/01/2011,Melbourne,16.9,27.5,0,1,2011
23/01/2011,Melbourne,18.3,29,0,1,2011
24/01/2011,Melbourne,15.1,21.7,4.6,1,2011
25/01/2011,Melbourne,14.5,27.7,0,1,2011
26/01/2011,Melbourne,16,21.6,6,1,2011
27/01/2011,Melbourne,14.9,25.7,0.2,1,2011
28/01/2011,Melbourne,16.4,23.1,0,1,2011
29/01/2011,Melbourne,13.4,28,0,1,2011
30/01/2011,Melbourne,16.4,38.1,0,1,2011
31/01/2011,Melbourne,20.1,32.5,0,1,2011
1/02/2011,Melbourne,24.5,40.2,0,2,2011
2/02/2011,Melbourne,17.5,27.8,0,2,2011
3/02/2011,Melbourne,18.6,25.6,0,2,2011
4/02/2011,Melbourne,18.2,30.4,2.4,2,2011
5/02/2011,Melbourne,18.1,20.3,NA,2,2011
6/02/2011,Melbourne,12.4,20.4,NA,2,2011
7/02/2011,Melbourne,10.8,21.5,82.2,2,2011
8/02/2011,Melbourne,14.6,22.1,3.2,2,2011
9/02/2011,Melbourne,12.9,27.9,0,2,2011
10/02/2011,Melbourne,14.7,29.5,0,2,2011
11/02/2011,Melbourne,20.9,25.8,1.8,2,2011
12/02/2011,Melbourne,15.4,21.1,NA,2,2011
13/02/2011,Melbourne,13.4,22.1,NA,2,2011
14/02/2011,Melbourne,14.2,24.6,4.4,2,2011
15/02/2011,Melbourne,16.6,30.3,0,2,2011
16/02/2011,Melbourne,18.8,29.5,0,2,2011
17/02/2011,Melbourne,19.5,27.9,4.6,2,2011
18/02/2011,Melbourne,19.3,29.4,0,2,2011
19/02/2011,Melbourne,19.8,28.7,NA,2,2011
20/02/2011,Melbourne,16.6,22,NA,2,2011
21/02/2011,Melbourne,11.8,19.6,15.4,2,2011
22/02/2011,Melbourne,13.9,21.3,0.2,2,2011
23/02/2011,Melbourne,15.5,23.8,0,2,2011
24/02/2011,Melbourne,13.7,25,NA,2,2011
25/02/2011,Melbourne,15.8,23.8,NA,2,2011
26/02/2011,Melbourne,15.6,29.8,11.8,2,2011
27/02/2011,Melbourne,18,19.1,0,2,2011
28/02/2011,Melbourne,16,18,0,2,2011
1/03/2011,Melbourne,14.3,19.5,0.2,3,2011
2/03/2011,Melbourne,11.1,19.8,0.4,3,2011
3/03/2011,Melbourne,13.6,20.1,0,3,2011
4/03/2011,Melbourne,13.6,18.6,0,3,2011
5/03/2011,Melbourne,10.8,24.5,0,3,2011
6/03/2011,Melbourne,11.3,28,0,3,2011
7/03/2011,Melbourne,15.6,29.2,0,3,2011
8/03/2011,Melbourne,19.4,27.2,0,3,2011
9/03/2011,Melbourne,19.4,23.8,0.2,3,2011
10/03/2011,Melbourne,15.2,18.7,11.2,3,2011
11/03/2011,Melbourne,15.4,27.1,0.2,3,2011
12/03/2011,Melbourne,17.7,30.7,0,3,2011
13/03/2011,Melbourne,20.8,32.5,0,3,2011
